,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.473299026489,0.0,0.0,0.603586882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.241546332836,0.0,-0.21071434021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0924631208181,0.0,-4.9454498291,0.0,0.0,-1.25160217285,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.725555419922,0.0,0.0,0.0,0.0,-9.9609375,0.0,0.0,0.0,0.0
4,0.206007957458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21778488159,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.00709295272827,0.0,0.0,0.0,0.0,-9.84375,0.0,0.0,4.99740600586,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.99999999998,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0774371623993,0.0,0.0,0.0,0.0,2.49591708183,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00724196434021,0.0,4.99677658081,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,-2.42054507136,0.0,0.0,0.00271573662758,0.0,9.99877929688
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
